id,所学专业名称,毕业学校,前公司,行业名称,简历文本,岗位推荐Top3
2637.0,其他学科,大连海事大学,湖北环宇人力资源有限公司,居民服务、修理和其他服务业,2637.0 大连海事大学 其他学科 湖北环宇人力资源有限公司 居民服务、修理和其他服务业,"['客服专员', '客户经理', '高级人力产品经理']"
2640.0,其他学科,中国地质大学（武汉）,远安县招商服务中心,公共管理、社会保障和社会组织,2640.0 中国地质大学（武汉） 其他学科 远安县招商服务中心 公共管理、社会保障和社会组织,"['网络工程师', '数据科学家', '一线服务专员']"
2649.0,,湖北省经管学院,宜昌欣悦广告装饰有限公司,其他,2649.0 湖北省经管学院  宜昌欣悦广告装饰有限公司 其他,"['新媒体主管', '客服专员', 'PLM高级产品经理']"
2658.0,其他学科,三峡大学,湖北泰和建设集团有限公司,建筑业,2658.0 三峡大学 其他学科 湖北泰和建设集团有限公司 建筑业,"['网络工程师', '教师', 'PLM高级产品经理']"
2678.0,中药学,湖北民族大学,宜昌市夷陵区三斗坪镇卫生院,居民服务、修理和其他服务业,2678.0 湖北民族大学 中药学 宜昌市夷陵区三斗坪镇卫生院 居民服务、修理和其他服务业,"['客服专员', '一线服务专员', '客户经理']"
2695.0,测绘类,三峡大学,湖北环宇人力资源有限公司,居民服务、修理和其他服务业,2695.0 三峡大学 测绘类 湖北环宇人力资源有限公司 居民服务、修理和其他服务业,"['客服专员', '一线服务专员', '高级人力产品经理']"
2705.0,科技信息与管理类,江西经济管理专修学院,枝江舒风物流有限公司,其他,2705.0 江西经济管理专修学院 科技信息与管理类 枝江舒风物流有限公司 其他,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
2723.0,其他学科,长江大学,湖北环亚世纪建设工程有限公司,其他,2723.0 长江大学 其他学科 湖北环亚世纪建设工程有限公司 其他,"['会计', 'PLM高级产品经理', '教师']"
2733.0,经济学类,武汉工商学院/2019,枝江市天汇机动车驾驶员培训有限公司,居民服务、修理和其他服务业,2733.0 武汉工商学院/2019 经济学类 枝江市天汇机动车驾驶员培训有限公司 居民服务、修理和其他服务业,"['高级人力产品经理', '客服专员', '物流专员']"
2746.0,经济学类,武汉工程职业技术学院,湖北兴润商业地产有限责任公司,房地产业,2746.0 武汉工程职业技术学院 经济学类 湖北兴润商业地产有限责任公司 房地产业,"['PLM高级产品经理', '销售经理', '高级人力产品经理']"
2759.0,音乐表演(二胡),武汉音乐学院,宜昌市夷陵区小溪塔街道办事处冯家湾完全小学,教育,2759.0 武汉音乐学院 音乐表演(二胡) 宜昌市夷陵区小溪塔街道办事处冯家湾完全小学 教育,"['教师', '销售经理', '新媒体主管']"
2785.0,其他学科,宜昌市电大五峰分校,湖北宜化化工股份有限公司,制造业,2785.0 宜昌市电大五峰分校 其他学科 湖北宜化化工股份有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
2789.0,护理学,2021/武汉科技大学城市学院/护理学,武汉乐一口腔门诊部有限公司枝江门诊部,居民服务、修理和其他服务业,2789.0 2021/武汉科技大学城市学院/护理学 护理学 武汉乐一口腔门诊部有限公司枝江门诊部 居民服务、修理和其他服务业,"['客服专员', '新媒体主管', '高级人力产品经理']"
2806.0,其他学科,武汉工业职业技术学院,天元（宜昌）新材料科技有限公司,其他,2806.0 武汉工业职业技术学院 其他学科 天元（宜昌）新材料科技有限公司 其他,"['PLM高级产品经理', '电机结构工程师', '高级人力产品经理']"
2828.0,其他学科,武昌理工学院,湖北华鑫光电有限公司,制造业,2828.0 武昌理工学院 其他学科 湖北华鑫光电有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '销售经理']"
2846.0,人力资源管理,湖北大学,宜昌金莱财务咨询有限公司,居民服务、修理和其他服务业,2846.0 湖北大学 人力资源管理 宜昌金莱财务咨询有限公司 居民服务、修理和其他服务业,"['客服专员', '一线服务专员', '客户经理']"
2853.0,教育学,长江大学,北京学而思教育科技有限公司武汉分公司,教育,2853.0 长江大学 教育学 北京学而思教育科技有限公司武汉分公司 教育,"['教师', 'PLM高级产品经理', '会计']"
2855.0,其他学科,三峡职业学院,宜昌市晟达保安服务有限公司,居民服务、修理和其他服务业,2855.0 三峡职业学院 其他学科 宜昌市晟达保安服务有限公司 居民服务、修理和其他服务业,"['一线服务专员', '网络工程师', '客服专员']"
2859.0,其他学科,湖北三峡职业技术学院,湖北环宇人力资源有限公司,居民服务、修理和其他服务业,2859.0 湖北三峡职业技术学院 其他学科 湖北环宇人力资源有限公司 居民服务、修理和其他服务业,"['客服专员', '客户经理', '高级人力产品经理']"
2905.0,其他学科,枝江市职教中心,迪斯科科技集团（宜昌）有限公司,制造业,2905.0 枝江市职教中心 其他学科 迪斯科科技集团（宜昌）有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '网络工程师']"
2947.0,其他学科,武汉科技大学,国家税务总局宜昌市夷陵区税务局,公共管理、社会保障和社会组织,2947.0 武汉科技大学 其他学科 国家税务总局宜昌市夷陵区税务局 公共管理、社会保障和社会组织,"['会计', '一线服务专员', '高级人力产品经理']"
2957.0,其他学科,华中农业大学,武汉智唯易才人力资源顾问有限公司宜昌分公司	,租赁和商务服务业,2957.0 华中农业大学 其他学科 武汉智唯易才人力资源顾问有限公司宜昌分公司	 租赁和商务服务业,"['PLM高级产品经理', '教师', '一线服务专员']"
2961.0,汉语语言文学,湖北大学,湖北东圣化工集团鱼林溪矿业有限公司,其他,2961.0 湖北大学 汉语语言文学 湖北东圣化工集团鱼林溪矿业有限公司 其他,"['客服专员', 'PLM高级产品经理', '教师']"
2963.0,卫生检验与检疫,湖北中医药大学,宜昌市夷陵区疾病预防控制中心,其他未列明国家机构,2963.0 湖北中医药大学 卫生检验与检疫 宜昌市夷陵区疾病预防控制中心 其他未列明国家机构,"['会计', '营养师', '一线服务专员']"
2969.0,其他学科,三峡大学科技学院,宜都市枝城镇大堰堤小学,教育,2969.0 三峡大学科技学院 其他学科 宜都市枝城镇大堰堤小学 教育,"['教师', '网络工程师', 'PLM高级产品经理']"
3000.0,文秘教育,广播电视大学,秭归县残疾人联合会,公共管理、社会保障和社会组织,3000.0 广播电视大学 文秘教育 秭归县残疾人联合会 公共管理、社会保障和社会组织,"['新媒体主管', '营养师', '客服专员']"
3026.0,其他学科,13武汉纺织大学外经贸学院,湖北三宁化工股份有限公司,肥料制造,3026.0 13武汉纺织大学外经贸学院 其他学科 湖北三宁化工股份有限公司 肥料制造,"['PLM高级产品经理', '高级人力产品经理', '销售经理']"
3036.0,其他学科,恩施职业技术学院,宜昌宜跃机械设备有限公司,制造业,3036.0 恩施职业技术学院 其他学科 宜昌宜跃机械设备有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
3044.0,其他学科,武汉商贸技术学院,湖北鑫砚胜建筑工程有限责任公司,其他,3044.0 武汉商贸技术学院 其他学科 湖北鑫砚胜建筑工程有限责任公司 其他,"['PLM高级产品经理', '高级人力产品经理', '网络工程师']"
3060.0,哲学类,三峡大学,宜昌金德瑞国际酒店有限公司,其他,3060.0 三峡大学 哲学类 宜昌金德瑞国际酒店有限公司 其他,"['PLM高级产品经理', '客户经理', '教师']"
3082.0,其他学科,武汉软件职业工程学院,湖北泰盛化工有限公司,其他,3082.0 武汉软件职业工程学院 其他学科 湖北泰盛化工有限公司 其他,"['软件开发工程师', 'PLM高级产品经理', '网络工程师']"
3087.0,其他学科,三峡职业技术学院,湖北华盛人力资源有限公司宜昌分公司,其他,3087.0 三峡职业技术学院 其他学科 湖北华盛人力资源有限公司宜昌分公司 其他,"['教师', '网络工程师', 'PLM高级产品经理']"
3089.0,其他学科,武汉东湖学院,五峰土家族自治县乡村振兴局,公共管理、社会保障和社会组织,3089.0 武汉东湖学院 其他学科 五峰土家族自治县乡村振兴局 公共管理、社会保障和社会组织,"['高级人力产品经理', 'PLM高级产品经理', '客服专员']"
3092.0,其他学科,聊城大学,湖北兴福电子材料有限公司,制造业,3092.0 聊城大学 其他学科 湖北兴福电子材料有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
3099.0,会计,武昌工学院,宜昌全金超硬工具有限公司,批发和零售业,3099.0 武昌工学院 会计 宜昌全金超硬工具有限公司 批发和零售业,"['PLM高级产品经理', '高级人力产品经理', '会计']"
3108.0,日语,湖北民族大学,湖北宜昌前沿人力资源服务有限公司,其他,3108.0 湖北民族大学 日语 湖北宜昌前沿人力资源服务有限公司 其他,"['客服专员', 'PLM高级产品经理', '高级人力产品经理']"
3112.0,其他学科,大连工业大学,宜昌正大有限公司,农、林、牧、渔业,3112.0 大连工业大学 其他学科 宜昌正大有限公司 农、林、牧、渔业,"['教师', '高级人力产品经理', 'PLM高级产品经理']"
3152.0,其他学科,三峡大学,湖北鸿里里信息科技有限公司,科学研究和技术服务业,3152.0 三峡大学 其他学科 湖北鸿里里信息科技有限公司 科学研究和技术服务业,"['数据科学家', '网络工程师', 'PLM高级产品经理']"
3165.0,建筑工程技术,三峡大学,宜昌乃大建筑工程有限公司,建筑业,3165.0 三峡大学 建筑工程技术 宜昌乃大建筑工程有限公司 建筑业,"['电机结构工程师', '室内设计师', '软件开发工程师']"
3190.0,道路桥梁工程技术,湖北三峡职业技术学院,宜昌市夷陵区邓村乡规划建设环境保护所,水利、环境和公共设施管理业,3190.0 湖北三峡职业技术学院 道路桥梁工程技术 宜昌市夷陵区邓村乡规划建设环境保护所 水利、环境和公共设施管理业,"['网络工程师', 'PLM高级产品经理', '软件开发工程师']"
3195.0,其他学科,武汉理工大学,湖北上影文化传媒有限责任公司,其他,3195.0 武汉理工大学 其他学科 湖北上影文化传媒有限责任公司 其他,"['PLM高级产品经理', '客服专员', '高级人力产品经理']"
3204.0,其他学科,湖北第二师范学院,湖北宜都农村商业银行股份有限公司,居民服务、修理和其他服务业,3204.0 湖北第二师范学院 其他学科 湖北宜都农村商业银行股份有限公司 居民服务、修理和其他服务业,"['一线服务专员', '客服专员', '会计']"
3227.0,其他学科,中国民航大学,湖北省绿山墙英文图书有限公司,批发和零售业,3227.0 中国民航大学 其他学科 湖北省绿山墙英文图书有限公司 批发和零售业,"['PLM高级产品经理', '会计', '物流专员']"
3228.0,教育学类,三峡旅游职业技术学院,枝江市马家店街道办事处友谊路幼儿园,教育,3228.0 三峡旅游职业技术学院 教育学类 枝江市马家店街道办事处友谊路幼儿园 教育,"['教师', '客服专员', '高级人力产品经理']"
3243.0,其他学科,江西科技师范学院,枝江市金路人力资源有限责任公司,租赁和商务服务业,3243.0 江西科技师范学院 其他学科 枝江市金路人力资源有限责任公司 租赁和商务服务业,"['一线服务专员', 'PLM高级产品经理', '网络工程师']"
3248.0,其他学科,武汉理工大学华夏学院,湖北稻花香酒业股份有限公司,其他,3248.0 武汉理工大学华夏学院 其他学科 湖北稻花香酒业股份有限公司 其他,"['PLM高级产品经理', '高级人力产品经理', '销售经理']"
3255.0,会计学,三峡职业技术学院,宜昌馨岛国际酒店管理有限公司,其他,3255.0 三峡职业技术学院 会计学 宜昌馨岛国际酒店管理有限公司 其他,"['PLM高级产品经理', '会计', '高级人力产品经理']"
3258.0,康复治疗技术,湖北三峡职业技术学院,宜昌市夷陵区弘仁残疾人康复中心,居民服务、修理和其他服务业,3258.0 湖北三峡职业技术学院 康复治疗技术 宜昌市夷陵区弘仁残疾人康复中心 居民服务、修理和其他服务业,"['客服专员', '营养师', '一线服务专员']"
3275.0,,华中科技大学,当阳市科学技术协会,其他未列明国家机构,3275.0 华中科技大学  当阳市科学技术协会 其他未列明国家机构,"['网络工程师', 'PLM高级产品经理', '数据科学家']"
3286.0,其他学科,三峡大学,枝江市董市镇大兰小学,教育,3286.0 三峡大学 其他学科 枝江市董市镇大兰小学 教育,"['教师', 'PLM高级产品经理', '会计']"
3315.0,,恩施市中等职业技术学校,湖北北方医药有限公司,制造业,3315.0 恩施市中等职业技术学校  湖北北方医药有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
3320.0,其他学科,三峡旅游职业技术学院/2015,宜昌辉盈人力资源有限责任公司,居民服务、修理和其他服务业,3320.0 三峡旅游职业技术学院/2015 其他学科 宜昌辉盈人力资源有限责任公司 居民服务、修理和其他服务业,"['一线服务专员', '客服专员', '高级人力产品经理']"
3337.0,其他学科,湖北三峡职业技术学院/2017,宜昌市鑫阳人力资源服务有限公司,居民服务、修理和其他服务业,3337.0 湖北三峡职业技术学院/2017 其他学科 宜昌市鑫阳人力资源服务有限公司 居民服务、修理和其他服务业,"['客服专员', '高级人力产品经理', '一线服务专员']"
3358.0,其他学科,浙江大学,湖北四合空间装饰设计工程有限公司,其他,3358.0 浙江大学 其他学科 湖北四合空间装饰设计工程有限公司 其他,"['室内设计师', 'PLM高级产品经理', '教师']"
3383.0,音乐学,武汉音乐学院,五峰众博劳务派遣服务有限公司,居民服务、修理和其他服务业,3383.0 武汉音乐学院 音乐学 五峰众博劳务派遣服务有限公司 居民服务、修理和其他服务业,"['一线服务专员', '客服专员', '高级人力产品经理']"
3390.0,数学与应用数学,湖南师范大学,宜昌英杰学校,教育,3390.0 湖南师范大学 数学与应用数学 宜昌英杰学校 教育,"['教师', 'PLM高级产品经理', '数据科学家']"
3398.0,工商管理,四川轻化工大学,平安银行股份有限公司宜昌分行,金融业,3398.0 四川轻化工大学 工商管理 平安银行股份有限公司宜昌分行 金融业,"['会计', '金融分析师', 'PLM高级产品经理']"
3410.0,,武汉工程大学,宜昌宏富水泥制品有限公司,其他,3410.0 武汉工程大学  宜昌宏富水泥制品有限公司 其他,"['PLM高级产品经理', '新媒体主管', '高级人力产品经理']"
3412.0,护理学类,荆州创业学校,远安县中医医院,卫生和社会工作,3412.0 荆州创业学校 护理学类 远安县中医医院 卫生和社会工作,"['教师', '一线服务专员', 'HR专员']"
3424.0,其他学科,2017上海对外经贸大学,武汉捞派餐饮管理有限公司宜昌市国贸大厦分公司,住宿和餐饮业,3424.0 2017上海对外经贸大学 其他学科 武汉捞派餐饮管理有限公司宜昌市国贸大厦分公司 住宿和餐饮业,"['PLM高级产品经理', '高级人力产品经理', '客户经理']"
3427.0,其他学科,三峡电力职业学院,湖北泰盛化工有限公司,其他,3427.0 三峡电力职业学院 其他学科 湖北泰盛化工有限公司 其他,"['网络工程师', 'PLM高级产品经理', '电机结构工程师']"
3459.0,工学,湖北交通技术学院,国闰装修工程（宜昌）有限公司,批发和零售业,3459.0 湖北交通技术学院 工学 国闰装修工程（宜昌）有限公司 批发和零售业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
3461.0,机械类,武汉电力职业技术学院,宜昌邦普循环科技有限公司,科学研究和技术服务业,3461.0 武汉电力职业技术学院 机械类 宜昌邦普循环科技有限公司 科学研究和技术服务业,"['PLM高级产品经理', '网络工程师', '电机结构工程师']"
3488.0,金融学,湖北经济学院法商学院,宜昌市夷陵区东城城乡统筹发展试验区鄢家河小学,教育,3488.0 湖北经济学院法商学院 金融学 宜昌市夷陵区东城城乡统筹发展试验区鄢家河小学 教育,"['教师', '会计', '销售经理']"
3490.0,经济学类,三峡大学,宜昌慧库信息技术有限公司,信息传输、软件和信息技术服务业,3490.0 三峡大学 经济学类 宜昌慧库信息技术有限公司 信息传输、软件和信息技术服务业,"['PLM高级产品经理', '数据科学家', '网络工程师']"
3503.0,畜牧兽医,湖北三峡职业技术学院/2019,湖北农信互联科技有限公司,批发和零售业,3503.0 湖北三峡职业技术学院/2019 畜牧兽医 湖北农信互联科技有限公司 批发和零售业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
3504.0,口腔医学,湖北医药学院,夷陵区妇幼保健院,卫生和社会工作,3504.0 湖北医药学院 口腔医学 夷陵区妇幼保健院 卫生和社会工作,"['客服专员', '营养师', 'PLM高级产品经理']"
3505.0,法学,中国政法大学,宜昌烽森建材贸易有限公司,批发和零售业,3505.0 中国政法大学 法学 宜昌烽森建材贸易有限公司 批发和零售业,"['法务专员', 'PLM高级产品经理', '一线服务专员']"
3527.0,口腔医学,湖北科技学院,夷陵区妇幼保健院,卫生和社会工作,3527.0 湖北科技学院 口腔医学 夷陵区妇幼保健院 卫生和社会工作,"['客服专员', 'PLM高级产品经理', '一线服务专员']"
3534.0,其他学科,武汉交通职业学院继续教育学院/2016,枝江市公安局交警大队,公共管理、社会保障和社会组织,3534.0 武汉交通职业学院继续教育学院/2016 其他学科 枝江市公安局交警大队 公共管理、社会保障和社会组织,"['物流专员', '一线服务专员', '教师']"
3551.0,其他学科,武汉船舶职业技术学,宜昌东阳光长江药业股份有限公司,制造业,3551.0 武汉船舶职业技术学 其他学科 宜昌东阳光长江药业股份有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
3555.0,食品科学与工程(食品安全与检测),华中农业大学楚天学院,宜昌市夷陵区综合行政执法指挥中心,公共管理、社会保障和社会组织,3555.0 华中农业大学楚天学院 食品科学与工程(食品安全与检测) 宜昌市夷陵区综合行政执法指挥中心 公共管理、社会保障和社会组织,"['高级人力产品经理', '厨师', '营养师']"
3568.0,其他学科,重庆理工大学,湖北兴福电子材料有限公司,制造业,3568.0 重庆理工大学 其他学科 湖北兴福电子材料有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '销售经理']"
3588.0,其他学科,武汉交通职业学院,湖北兴福电子材料有限公司,制造业,3588.0 武汉交通职业学院 其他学科 湖北兴福电子材料有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '销售经理']"
3593.0,土建类,湖北电大,湖北三峡职业技术学院,教育,3593.0 湖北电大 土建类 湖北三峡职业技术学院 教育,"['教师', 'PLM高级产品经理', '高级人力产品经理']"
3611.0,其他学科,武汉科技大学城市学院,武汉前锦众程人力资源有限公司宜昌分公司,人力资源服务,3611.0 武汉科技大学城市学院 其他学科 武汉前锦众程人力资源有限公司宜昌分公司 人力资源服务,"['高级人力产品经理', '客服专员', 'PLM高级产品经理']"
3638.0,其他学科,武汉警官职业学院/2016,湖北盛荣建设集团有限公司,信息传输、软件和信息技术服务业,3638.0 武汉警官职业学院/2016 其他学科 湖北盛荣建设集团有限公司 信息传输、软件和信息技术服务业,"['客服专员', '新媒体主管', 'PLM高级产品经理']"
3676.0,其他学科,三峡职业技术学院,宜都市天力劳动和社会保险服务有限公司,居民服务、修理和其他服务业,3676.0 三峡职业技术学院 其他学科 宜都市天力劳动和社会保险服务有限公司 居民服务、修理和其他服务业,"['一线服务专员', '网络工程师', '高级人力产品经理']"
3691.0,其他学科,武汉商学院,湖北信诺企业管理咨询有限责任公司,科学研究和技术服务业,3691.0 武汉商学院 其他学科 湖北信诺企业管理咨询有限责任公司 科学研究和技术服务业,"['PLM高级产品经理', '高级人力产品经理', '一线服务专员']"
3698.0,,三峡职业技术学院,宜昌奥龙汽车销售服务有限公司,批发和零售业,3698.0 三峡职业技术学院  宜昌奥龙汽车销售服务有限公司 批发和零售业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
3713.0,经济学类,武汉外语外事职业学院,上海外服（武汉）人力资源服务有限公司宜昌分公司,租赁和商务服务业,3713.0 武汉外语外事职业学院 经济学类 上海外服（武汉）人力资源服务有限公司宜昌分公司 租赁和商务服务业,"['PLM高级产品经理', '高级人力产品经理', '一线服务专员']"
3725.0,其他学科,武汉纺织大学,湖北羽丰科技有限公司,制造业,3725.0 武汉纺织大学 其他学科 湖北羽丰科技有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
3728.0,临床医学与医学技术类,湖北理工学院,远安县人民医院,卫生和社会工作,3728.0 湖北理工学院 临床医学与医学技术类 远安县人民医院 卫生和社会工作,"['客服专员', '营养师', '一线服务专员']"
3734.0,水文与水资源工程,三峡大学,宜昌钰祥人力资源服务有限公司,租赁和商务服务业,3734.0 三峡大学 水文与水资源工程 宜昌钰祥人力资源服务有限公司 租赁和商务服务业,"['PLM高级产品经理', '一线服务专员', '高级人力产品经理']"
3740.0,其他学科,湖北城市职业建设学院,枝江市绿洲人力资源有限公司,其他,3740.0 湖北城市职业建设学院 其他学科 枝江市绿洲人力资源有限公司 其他,"['教师', 'PLM高级产品经理', '高级人力产品经理']"
3750.0,经济学类,襄阳职业技术学院,宜昌易桥国瑞财税咨询有限公司,租赁和商务服务业,3750.0 襄阳职业技术学院 经济学类 宜昌易桥国瑞财税咨询有限公司 租赁和商务服务业,"['一线服务专员', 'PLM高级产品经理', '会计']"
3757.0,中医学,湖北民族学院,宜昌市夷陵医院,居民服务、修理和其他服务业,3757.0 湖北民族学院 中医学 宜昌市夷陵医院 居民服务、修理和其他服务业,"['一线服务专员', '客服专员', '客户经理']"
3766.0,教育学,湖北师范大学,湖北银雁科技服务有限公司,居民服务、修理和其他服务业,3766.0 湖北师范大学 教育学 湖北银雁科技服务有限公司 居民服务、修理和其他服务业,"['客服专员', '客户经理', '高级人力产品经理']"
3783.0,金融学,武汉学院,中国人民财产保险股份有限公司枝江支公司,其他,3783.0 武汉学院 金融学 中国人民财产保险股份有限公司枝江支公司 其他,"['会计', 'PLM高级产品经理', '一线服务专员']"
3788.0,护理学类,三峡大学科技学院/2019,枝江博仁疼痛专科医院,卫生和社会工作,3788.0 三峡大学科技学院/2019 护理学类 枝江博仁疼痛专科医院 卫生和社会工作,"['营养师', '客服专员', '高级人力产品经理']"
3790.0,其他学科,湖北大学知行学院,宜昌智慧源企业管理有限公司,租赁和商务服务业,3790.0 湖北大学知行学院 其他学科 宜昌智慧源企业管理有限公司 租赁和商务服务业,"['PLM高级产品经理', '一线服务专员', '客户经理']"
3807.0,其他学科,长江职业学院,江苏维盛优服企业管理有限公司宜昌分公司,居民服务、修理和其他服务业,3807.0 长江职业学院 其他学科 江苏维盛优服企业管理有限公司宜昌分公司 居民服务、修理和其他服务业,"['高级人力产品经理', '客户经理', '一线服务专员']"
3814.0,其他学科,湖北三峡职业技术学院,湖北广盛建筑产业化科技有限公司,制造业,3814.0 湖北三峡职业技术学院 其他学科 湖北广盛建筑产业化科技有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '网络工程师']"
3822.0,其他学科,秭归县职教中心,秭归县郭家坝镇人民政府,其他,3822.0 秭归县职教中心 其他学科 秭归县郭家坝镇人民政府 其他,"['教师', '一线服务专员', '客服专员']"
3832.0,,其他,湖北宝瑞迪刀具有限公司,制造业,3832.0 其他  湖北宝瑞迪刀具有限公司 制造业,"['PLM高级产品经理', '产品经理', '销售经理']"
3857.0,其他学科,湖北经济学院,远安县司法局,公共管理、社会保障和社会组织,3857.0 湖北经济学院 其他学科 远安县司法局 公共管理、社会保障和社会组织,"['一线服务专员', '法务专员', '会计']"
3867.0,管理类其他专业,湖北工业大学工程技术学院/2018,枝江市兴娅人力资源开发有限公司,其他人力资源服务,3867.0 湖北工业大学工程技术学院/2018 管理类其他专业 枝江市兴娅人力资源开发有限公司 其他人力资源服务,"['高级人力产品经理', 'PLM高级产品经理', '一线服务专员']"
3868.0,其他学科,15四川大学网络教育学院,湖北三宁化工股份有限公司,肥料制造,3868.0 15四川大学网络教育学院 其他学科 湖北三宁化工股份有限公司 肥料制造,"['PLM高级产品经理', '教师', '网络工程师']"
3881.0,其他学科,武汉体育学院体育科技学院,中科永为（武汉）科技有限公司宜昌分公司,其他,3881.0 武汉体育学院体育科技学院 其他学科 中科永为（武汉）科技有限公司宜昌分公司 其他,"['PLM高级产品经理', '网络工程师', '高级人力产品经理']"
3901.0,其他学科,三峡电力职业学院,湖北宜昌前沿人力资源服务有限公司高新分公司	,租赁和商务服务业,3901.0 三峡电力职业学院 其他学科 湖北宜昌前沿人力资源服务有限公司高新分公司	 租赁和商务服务业,"['一线服务专员', 'PLM高级产品经理', '客服专员']"
3949.0,其他学科,湖北广播电视大学,奥美医疗用品股份有限公司,制造业,3949.0 湖北广播电视大学 其他学科 奥美医疗用品股份有限公司 制造业,"['PLM高级产品经理', '新媒体主管', '高级人力产品经理']"
3953.0,护理学,2012/宜昌卫生学校/护理,枝江诺美医疗美容诊所,其他,3953.0 2012/宜昌卫生学校/护理 护理学 枝江诺美医疗美容诊所 其他,"['营养师', '客服专员', '一线服务专员']"
3969.0,其他学科,湖北文理学院理工学院,宜昌誉福天下农牧科技开发有限公司,科学研究和技术服务业,3969.0 湖北文理学院理工学院 其他学科 宜昌誉福天下农牧科技开发有限公司 科学研究和技术服务业,"['PLM高级产品经理', '教师', '网络工程师']"
4033.0,其他学科,皖西卫生职业学校,夷陵区妇幼保健院,卫生和社会工作,4033.0 皖西卫生职业学校 其他学科 夷陵区妇幼保健院 卫生和社会工作,"['教师', '一线服务专员', 'HR专员']"
4051.0,网络与新媒体,湖北经济学院,东城小学,教育,4051.0 湖北经济学院 网络与新媒体 东城小学 教育,"['教师', '新媒体主管', '客服专员']"
4052.0,其他学科,三峡大学科技学院,日立电梯（中国）有限公司宜昌分公司,其他,4052.0 三峡大学科技学院 其他学科 日立电梯（中国）有限公司宜昌分公司 其他,"['网络工程师', 'PLM高级产品经理', '教师']"
4061.0,其他学科,湖北仙桃职业学院,宜昌容汇锂电新材料有限公司,制造业,4061.0 湖北仙桃职业学院 其他学科 宜昌容汇锂电新材料有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '电机结构工程师']"
4068.0,其他学科,华中科技大学文华学院,宜昌宜博服饰有限公司,制造业,4068.0 华中科技大学文华学院 其他学科 宜昌宜博服饰有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
4071.0,电气工程及其自动化,三峡大学科技学院,湖北兴瑞硅材料有限公司,批发和零售业,4071.0 三峡大学科技学院 电气工程及其自动化 湖北兴瑞硅材料有限公司 批发和零售业,"['网络工程师', 'PLM高级产品经理', '高级人力产品经理']"
4072.0,康复治疗学,湖北医药学院,夷陵区妇幼保健院,卫生和社会工作,4072.0 湖北医药学院 康复治疗学 夷陵区妇幼保健院 卫生和社会工作,"['营养师', '客服专员', '一线服务专员']"
4073.0,其他学科,湖北三峡职业技术学院,宜昌市丁香农场有限公司,其他,4073.0 湖北三峡职业技术学院 其他学科 宜昌市丁香农场有限公司 其他,"['PLM高级产品经理', '网络工程师', '高级人力产品经理']"
4078.0,其他学科,湖北生物科技职业学院/2019,湖北宝晟得药业有限公司,制造业,4078.0 湖北生物科技职业学院/2019 其他学科 湖北宝晟得药业有限公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '新媒体主管']"
4082.0,,中南财经政法大学,湖北楚贤律师事务所,居民服务、修理和其他服务业,4082.0 中南财经政法大学  湖北楚贤律师事务所 居民服务、修理和其他服务业,"['一线服务专员', '客服专员', '客户经理']"
4094.0,经济学,长江大学,枝江市经济信息化和商务局,居民服务、修理和其他服务业,4094.0 长江大学 经济学 枝江市经济信息化和商务局 居民服务、修理和其他服务业,"['一线服务专员', '网络工程师', '客服专员']"
4108.0,其他学科,西交利物浦大学,国家税务总局武汉市黄陂区税务局,公共管理、社会保障和社会组织,4108.0 西交利物浦大学 其他学科 国家税务总局武汉市黄陂区税务局 公共管理、社会保障和社会组织,"['高级人力产品经理', '客服专员', '新媒体主管']"
4117.0,信息与电子科学类,湖北工程学院	,宜昌市夷陵区太平溪镇中心小学,其他,4117.0 湖北工程学院	 信息与电子科学类 宜昌市夷陵区太平溪镇中心小学 其他,"['教师', '网络工程师', 'PLM高级产品经理']"
4123.0,能源与动力工程,武汉工程大学,湖北三宁化工股份有限公司,肥料制造,4123.0 武汉工程大学 能源与动力工程 湖北三宁化工股份有限公司 肥料制造,"['PLM高级产品经理', '高级人力产品经理', '网络工程师']"
4138.0,农学,暨南大学,宜昌人福药业有限责任公司,制造业,4138.0 暨南大学 农学 宜昌人福药业有限责任公司 制造业,"['PLM高级产品经理', '高级人力产品经理', '产品经理']"
